Position,Driver,Constructor,Points,Wins
1,Stirling Moss,Lotus-Climax,12,1
2,Wolfgang von Trips,Ferrari,12,1
3,Phil Hill,Ferrari,10,0
4,Richie Ginther,Ferrari,8,0
5,Jim Clark,Lotus-Climax,4,0
6,Dan Gurney,Porsche,2,0
7,Bruce McLaren,Cooper-Climax,1,0
8,Jack Brabham,Cooper-Climax,1,0
9,John Surtees,Cooper-Climax,0,0
10,Maurice Trintignant,Cooper-Maserati,0,0
11,Graham Hill,BRM,0,0
12,Cliff Allison,Lotus-Climax,0,0
13,Tony Brooks,BRM,0,0
14,Hans Herrmann,Porsche,0,0
15,Jo Bonnier,Porsche,0,0
16,Trevor Taylor,Lotus-Climax,0,0
17,Carel Godin de Beaufort,Porsche,0,0
18,Michael May,Lotus-Climax,0,0
19,Masten Gregory,Cooper-Climax,0,0
20,Ian Burgess,Lotus-Climax,0,0
21,Innes Ireland,Lotus-Climax,0,0
22,Henry Taylor,Lotus-Climax,0,0
23,Lucien Bianchi,Emeryson,0,0
24,Olivier Gendebien,Emeryson,0,0
