position,number,driver,constructor,laps,grid,status,points
1,3,Juan Pablo Montoya,Williams,78,3,Finished,10
2,6,Kimi Räikkönen,McLaren,78,2,Finished,8
3,1,Michael Schumacher,Ferrari,78,5,Finished,6
4,4,Ralf Schumacher,Williams,78,1,Finished,5
5,8,Fernando Alonso,Renault,78,8,Finished,4
6,7,Jarno Trulli,Renault,78,4,Finished,3
7,5,David Coulthard,McLaren,78,6,Finished,2
8,2,Rubens Barrichello,Ferrari,78,7,Finished,1
9,21,Cristiano da Matta,Toyota,77,10,+1 Lap,0
10,11,Giancarlo Fisichella,Jordan,77,12,+1 Lap,0
11,9,Nick Heidfeld,Sauber,76,14,+2 Laps,0
12,12,Ralph Firman,Jordan,76,16,+2 Laps,0
13,20,Olivier Panis,Toyota,74,17,+4 Laps,0
14,16,Jacques Villeneuve,BAR,63,11,Engine,0
15,18,Justin Wilson,Minardi,29,19,Fuel system,0
16,19,Jos Verstappen,Minardi,28,18,Fuel system,0
17,14,Mark Webber,Jaguar,16,9,Hydraulics,0
18,15,Antônio Pizzonia,Jaguar,10,13,Electrical,0
19,10,Heinz-Harald Frentzen,Sauber,0,15,Accident,0
20,17,Jenson Button,BAR,0,20,Injured,0
