Position,Driver,Constructor,Points,Wins
1,Kimi Räikkönen,McLaren,48,1
2,Michael Schumacher,Ferrari,44,3
3,Fernando Alonso,Renault,29,0
4,Rubens Barrichello,Ferrari,27,0
5,Juan Pablo Montoya,Williams,25,1
6,David Coulthard,McLaren,25,1
7,Ralf Schumacher,Williams,25,0
8,Jarno Trulli,Renault,13,0
9,Giancarlo Fisichella,Jordan,10,1
10,Jenson Button,BAR,8,0
11,Heinz-Harald Frentzen,Sauber,7,0
12,Mark Webber,Jaguar,4,0
13,Cristiano da Matta,Toyota,3,0
14,Jacques Villeneuve,BAR,3,0
15,Nick Heidfeld,Sauber,1,0
16,Ralph Firman,Jordan,1,0
17,Olivier Panis,Toyota,0,0
18,Antônio Pizzonia,Jaguar,0,0
19,Jos Verstappen,Minardi,0,0
20,Justin Wilson,Minardi,0,0
