position,number,driver,constructor,Q1,Q2,Q3
1,4,Ralf Schumacher,Williams,1:15.259,,
2,6,Kimi Räikkönen,McLaren,1:15.295,,
3,3,Juan Pablo Montoya,Williams,1:15.415,,
4,7,Jarno Trulli,Renault,1:15.500,,
5,1,Michael Schumacher,Ferrari,1:15.644,,
6,5,David Coulthard,McLaren,1:15.700,,
7,2,Rubens Barrichello,Ferrari,1:15.820,,
8,8,Fernando Alonso,Renault,1:15.884,,
9,14,Mark Webber,Jaguar,1:16.237,,
10,21,Cristiano da Matta,Toyota,1:16.744,,
11,16,Jacques Villeneuve,BAR,1:16.755,,
12,11,Giancarlo Fisichella,Jordan,1:16.967,,
13,15,Antônio Pizzonia,Jaguar,1:17.103,,
14,9,Nick Heidfeld,Sauber,1:17.176,,
15,10,Heinz-Harald Frentzen,Sauber,1:17.402,,
16,12,Ralph Firman,Jordan,1:17.452,,
17,20,Olivier Panis,Toyota,1:17.464,,
18,19,Jos Verstappen,Minardi,1:18.706,,
19,18,Justin Wilson,Minardi,1:20.063,,
20,17,Jenson Button,BAR,,,
