position,number,driver,constructor,Q1,Q2,Q3
1,5,Sebastian Vettel,Red Bull,1:15.152,1:14.249,1:13.791
2,8,Fernando Alonso,Ferrari,1:14.808,1:14.081,1:13.793
3,7,Felipe Massa,Ferrari,1:15.216,1:14.478,1:14.290
4,6,Mark Webber,Red Bull,1:15.334,1:14.340,1:14.347
5,1,Jenson Button,McLaren,1:15.823,1:14.716,1:14.427
6,2,Lewis Hamilton,McLaren,1:15.505,1:14.488,1:14.566
7,11,Robert Kubica,Renault,1:15.736,1:14.835,1:15.079
8,9,Rubens Barrichello,Williams,1:16.398,1:14.698,1:15.109
9,4,Nico Rosberg,Mercedes,1:16.178,1:15.018,1:15.179
10,10,Nico Hülkenberg,Williams,1:16.387,1:14.943,1:15.339
11,3,Michael Schumacher,Mercedes,1:16.084,1:15.026,
12,23,Kamui Kobayashi,Sauber,1:15.951,1:15.084,
13,12,Vitaly Petrov,Renault,1:16.521,1:15.307,
14,14,Adrian Sutil,Force India,1:16.220,1:15.467,
15,22,Pedro de la Rosa,Sauber,1:16.450,1:15.550,
16,17,Jaime Alguersuari,Toro Rosso,1:16.664,1:15.588,
17,16,Sébastien Buemi,Toro Rosso,1:16.029,1:15.974,
18,18,Jarno Trulli,Lotus,1:17.583,,
19,19,Heikki Kovalainen,Lotus,1:18.300,,
20,24,Timo Glock,Virgin,1:18.343,,
21,21,Bruno Senna,HRT,1:18.592,,
22,15,Vitantonio Liuzzi,Force India,1:18.952,,
23,20,Sakon Yamamoto,HRT,1:19.844,,
24,25,Lucas di Grassi,Virgin,,,
