position,number,driver,constructor,laps,grid,status,points
1,55,Carlos Sainz,Ferrari,52,1,Finished,25
2,11,Sergio Pérez,Red Bull,52,4,Finished,18
3,44,Lewis Hamilton,Mercedes,52,5,Finished,16
4,16,Charles Leclerc,Ferrari,52,3,Finished,12
5,14,Fernando Alonso,Alpine F1 Team,52,7,Finished,10
6,4,Lando Norris,McLaren,52,6,Finished,8
7,1,Max Verstappen,Red Bull,52,2,Finished,6
8,47,Mick Schumacher,Haas F1 Team,52,19,Finished,4
9,5,Sebastian Vettel,Aston Martin,52,18,Finished,2
10,20,Kevin Magnussen,Haas F1 Team,52,17,Finished,1
11,18,Lance Stroll,Aston Martin,52,20,Finished,0
12,6,Nicholas Latifi,Williams,52,10,Finished,0
13,3,Daniel Ricciardo,McLaren,52,14,Finished,0
14,22,Yuki Tsunoda,AlphaTauri,52,13,Finished,0
15,31,Esteban Ocon,Alpine F1 Team,37,15,Fuel pump,0
16,10,Pierre Gasly,AlphaTauri,26,11,Collision damage,0
17,77,Valtteri Bottas,Alfa Romeo,20,12,Gearbox,0
18,63,George Russell,Mercedes,0,8,Collision,0
19,24,Guanyu Zhou,Alfa Romeo,0,9,Collision,0
20,23,Alexander Albon,Williams,0,16,Collision,0
