position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:25.363,1:24.560,1:24.109
2,6,Nico Rosberg,Mercedes,1:25.493,1:24.600,1:24.383
3,77,Valtteri Bottas,Williams,1:26.012,1:24.858,1:24.697
4,19,Felipe Massa,Williams,1:25.528,1:25.046,1:24.865
5,20,Kevin Magnussen,McLaren,1:26.337,1:25.973,1:25.314
6,22,Jenson Button,McLaren,1:26.328,1:25.630,1:25.379
7,14,Fernando Alonso,Ferrari,1:26.514,1:25.525,1:25.430
8,1,Sebastian Vettel,Red Bull,1:26.631,1:25.769,1:25.436
9,3,Daniel Ricciardo,Red Bull,1:26.721,1:25.946,1:25.709
10,11,Sergio Pérez,Force India,1:26.569,1:25.863,1:25.944
11,26,Daniil Kvyat,Toro Rosso,1:26.261,1:26.070,
12,7,Kimi Räikkönen,Ferrari,1:26.689,1:26.110,
13,25,Jean-Éric Vergne,Toro Rosso,1:26.140,1:26.157,
14,27,Nico Hülkenberg,Force India,1:26.371,1:26.279,
15,99,Adrian Sutil,Sauber,1:27.034,1:26.588,
16,21,Esteban Gutiérrez,Sauber,1:26.999,1:26.692,
17,13,Pastor Maldonado,Lotus F1,1:27.520,,
18,8,Romain Grosjean,Lotus F1,1:27.632,,
19,10,Kamui Kobayashi,Caterham,1:27.671,,
20,17,Jules Bianchi,Marussia,1:27.738,,
21,4,Max Chilton,Marussia,1:28.247,,
22,9,Marcus Ericsson,Caterham,1:28.562,,
