position,number,driver,constructor,Q1,Q2,Q3
1,8,Fernando Alonso,Ferrari,1:46.541,1:45.809,1:45.390
2,5,Sebastian Vettel,Red Bull,1:46.960,1:45.561,1:45.457
3,2,Lewis Hamilton,McLaren,1:48.296,1:46.042,1:45.571
4,1,Jenson Button,McLaren,1:48.032,1:46.490,1:45.944
5,6,Mark Webber,Red Bull,1:47.088,1:45.908,1:45.977
6,9,Rubens Barrichello,Williams,1:48.183,1:47.019,1:46.236
7,4,Nico Rosberg,Mercedes,1:48.554,1:46.783,1:46.443
8,11,Robert Kubica,Renault,1:47.657,1:46.949,1:46.593
9,3,Michael Schumacher,Mercedes,1:48.425,1:47.160,1:46.702
10,23,Kamui Kobayashi,Sauber,1:48.908,1:47.559,1:47.884
11,17,Jaime Alguersuari,Toro Rosso,1:48.127,1:47.666,
12,10,Nico Hülkenberg,Williams,1:47.984,1:47.674,
13,12,Vitaly Petrov,Renault,1:48.906,1:48.165,
14,16,Sébastien Buemi,Toro Rosso,1:49.063,1:48.502,
15,22,Nick Heidfeld,Sauber,1:48.696,1:48.557,
16,14,Adrian Sutil,Force India,1:48.496,1:48.899,
17,15,Vitantonio Liuzzi,Force India,1:48.988,1:48.961,
18,24,Timo Glock,Virgin,1:50.271,,
19,19,Heikki Kovalainen,Lotus,1:50.915,,
20,25,Lucas di Grassi,Virgin,1:51.107,,
21,18,Jarno Trulli,Lotus,1:51.641,,
22,20,Christian Klien,HRT,1:52.946,,
23,21,Bruno Senna,HRT,1:54.174,,
24,7,Felipe Massa,Ferrari,,,
