Position,Driver,Constructor,Points,Wins
1,Clay Regazzoni,Ferrari,10,0
2,Carlos Reutemann,Brabham,9,1
3,Emerson Fittipaldi,McLaren,9,1
4,Denny Hulme,McLaren,9,1
5,Mike Hailwood,McLaren,9,0
6,Jean-Pierre Beltoise,BRM,8,0
7,Niki Lauda,Ferrari,6,0
8,Jacky Ickx,Team Lotus,4,0
9,Patrick Depailler,Tyrrell,4,0
10,Carlos Pace,Surtees,3,0
11,Hans-Joachim Stuck,March,2,0
12,Ronnie Peterson,Team Lotus,1,0
13,Arturo Merzario,Iso Marlboro,1,0
14,Jody Scheckter,Tyrrell,0,0
15,Howden Ganley,March,0,0
16,Henri Pescarolo,BRM,0,0
17,James Hunt,March,0,0
18,Vittorio Brambilla,March,0,0
19,Graham Hill,Lola,0,0
20,Guy Edwards,Lola,0,0
21,John Watson,Brabham,0,0
22,Ian Scheckter,Team Lotus,0,0
23,Eddie Keizan,Tyrrell,0,0
24,François Migault,BRM,0,0
25,Richard Robarts,Brabham,0,0
26,Jochen Mass,Surtees,0,0
27,Dave Charlton,McLaren,0,0
28,Jean-Pierre Jarier,Shadow,0,0
29,Peter Revson,Shadow,0,0
30,Paddy Driver,Team Lotus,0,0
