position,number,driver,constructor,laps,grid,status,points
1,11,Sergio Pérez,Red Bull,51,6,Finished,25
2,5,Sebastian Vettel,Aston Martin,51,11,Finished,18
3,10,Pierre Gasly,AlphaTauri,51,4,Finished,15
4,16,Charles Leclerc,Ferrari,51,1,Finished,12
5,4,Lando Norris,McLaren,51,9,Finished,10
6,14,Fernando Alonso,Alpine F1 Team,51,8,Finished,8
7,22,Yuki Tsunoda,AlphaTauri,51,7,Finished,6
8,55,Carlos Sainz,Ferrari,51,5,Finished,4
9,3,Daniel Ricciardo,McLaren,51,13,Finished,2
10,7,Kimi Räikkönen,Alfa Romeo,51,14,Finished,1
11,99,Antonio Giovinazzi,Alfa Romeo,51,20,Finished,0
12,77,Valtteri Bottas,Mercedes,51,10,Finished,0
13,47,Mick Schumacher,Haas F1 Team,51,17,Finished,0
14,9,Nikita Mazepin,Haas F1 Team,51,18,Finished,0
15,44,Lewis Hamilton,Mercedes,51,2,Finished,0
16,6,Nicholas Latifi,Williams,51,16,Finished,0
17,63,George Russell,Williams,48,15,Gearbox,0
18,33,Max Verstappen,Red Bull,45,3,Accident,0
19,18,Lance Stroll,Aston Martin,29,19,Accident,0
20,31,Esteban Ocon,Alpine F1 Team,3,12,Turbo,0
