Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,231,5
2,Sebastian Vettel,Ferrari,214,5
3,Kimi Räikkönen,Ferrari,146,0
4,Valtteri Bottas,Mercedes,144,0
5,Max Verstappen,Red Bull,120,1
6,Daniel Ricciardo,Red Bull,118,2
7,Nico Hülkenberg,Renault,52,0
8,Kevin Magnussen,Haas F1 Team,49,0
9,Fernando Alonso,McLaren,44,0
10,Sergio Pérez,Force India,40,0
11,Esteban Ocon,Force India,37,0
12,Carlos Sainz,Renault,30,0
13,Pierre Gasly,Toro Rosso,28,0
14,Romain Grosjean,Haas F1 Team,27,0
15,Charles Leclerc,Sauber,13,0
16,Stoffel Vandoorne,McLaren,8,0
17,Marcus Ericsson,Sauber,6,0
18,Lance Stroll,Williams,4,0
19,Brendon Hartley,Toro Rosso,2,0
20,Sergey Sirotkin,Williams,0,0
