position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:42.977,1:41.553,1:58.179
2,5,Sebastian Vettel,Ferrari,1:43.035,1:41.501,1:58.905
3,31,Esteban Ocon,Force India,1:44.003,1:43.302,2:01.851
4,11,Sergio Pérez,Force India,1:44.004,1:43.014,2:01.894
5,8,Romain Grosjean,Haas F1 Team,1:43.597,1:43.042,2:02.122
6,7,Kimi Räikkönen,Ferrari,1:42.585,1:41.533,2:02.671
7,33,Max Verstappen,Red Bull,1:43.199,1:42.554,2:02.769
8,3,Daniel Ricciardo,Red Bull,1:43.604,1:43.126,2:02.939
9,20,Kevin Magnussen,Haas F1 Team,1:43.834,1:43.320,2:04.933
10,77,Valtteri Bottas,Mercedes,1:42.805,1:42.191,
11,10,Pierre Gasly,Toro Rosso,1:44.221,1:43.844,
12,28,Brendon Hartley,Toro Rosso,1:44.153,1:43.865,
13,16,Charles Leclerc,Sauber,1:43.654,1:44.062,
14,9,Marcus Ericsson,Sauber,1:43.846,1:44.301,
15,27,Nico Hülkenberg,Renault,1:44.145,,
16,55,Carlos Sainz,Renault,1:44.489,,
17,14,Fernando Alonso,McLaren,1:44.917,,
18,35,Sergey Sirotkin,Williams,1:44.998,,
19,18,Lance Stroll,Williams,1:45.134,,
20,2,Stoffel Vandoorne,McLaren,1:45.307,,
