Position,Driver,Constructor,Points,Wins
1,Felipe Massa,Ferrari,39,0
2,Fernando Alonso,Ferrari,37,1
3,Sebastian Vettel,Red Bull,37,1
4,Jenson Button,McLaren,35,1
5,Nico Rosberg,Mercedes,35,0
6,Lewis Hamilton,McLaren,31,0
7,Robert Kubica,Renault,30,0
8,Mark Webber,Red Bull,24,0
9,Adrian Sutil,Force India,10,0
10,Michael Schumacher,Mercedes,9,0
11,Vitantonio Liuzzi,Force India,8,0
12,Rubens Barrichello,Williams,5,0
13,Jaime Alguersuari,Toro Rosso,2,0
14,Nico Hülkenberg,Williams,1,0
15,Sébastien Buemi,Toro Rosso,0,0
16,Pedro de la Rosa,Sauber,0,0
17,Heikki Kovalainen,Lotus,0,0
18,Karun Chandhok,HRT,0,0
19,Lucas di Grassi,Virgin,0,0
20,Bruno Senna,HRT,0,0
21,Jarno Trulli,Lotus,0,0
22,Timo Glock,Virgin,0,0
23,Vitaly Petrov,Renault,0,0
24,Kamui Kobayashi,Sauber,0,0
