position,number,driver,constructor,laps,grid,status,points
1,5,Sebastian Vettel,Red Bull,56,3,Finished,25
2,6,Mark Webber,Red Bull,56,1,Finished,18
3,4,Nico Rosberg,Mercedes,56,2,Finished,15
4,11,Robert Kubica,Renault,56,6,Finished,12
5,14,Adrian Sutil,Force India,56,4,Finished,10
6,2,Lewis Hamilton,McLaren,56,20,Finished,8
7,7,Felipe Massa,Ferrari,56,21,Finished,6
8,1,Jenson Button,McLaren,56,17,Finished,4
9,17,Jaime Alguersuari,Toro Rosso,56,14,Finished,2
10,10,Nico Hülkenberg,Williams,56,5,Finished,1
11,16,Sébastien Buemi,Toro Rosso,56,13,Finished,0
12,9,Rubens Barrichello,Williams,55,7,+1 Lap,0
13,8,Fernando Alonso,Ferrari,54,19,Engine,0
14,25,Lucas di Grassi,Virgin,53,24,+3 Laps,0
15,20,Karun Chandhok,HRT,53,22,+3 Laps,0
16,21,Bruno Senna,HRT,52,23,+4 Laps,0
17,18,Jarno Trulli,Lotus,51,18,+5 Laps,0
18,19,Heikki Kovalainen,Lotus,46,15,+10 Laps,0
19,12,Vitaly Petrov,Renault,32,11,Gearbox,0
20,15,Vitantonio Liuzzi,Force India,12,10,Throttle,0
21,3,Michael Schumacher,Mercedes,9,8,Wheel,0
22,23,Kamui Kobayashi,Sauber,8,9,Engine,0
23,24,Timo Glock,Virgin,2,16,Spun off,0
24,22,Pedro de la Rosa,Sauber,0,12,Engine,0
