position,number,driver,constructor,Q1,Q2,Q3
1,6,Mark Webber,Red Bull,1:15.035,1:14.462,1:13.826
2,11,Robert Kubica,Renault,1:15.045,1:14.549,1:14.120
3,5,Sebastian Vettel,Red Bull,1:15.110,1:14.568,1:14.227
4,7,Felipe Massa,Ferrari,1:14.757,1:14.405,1:14.283
5,2,Lewis Hamilton,McLaren,1:15.676,1:14.527,1:14.432
6,4,Nico Rosberg,Mercedes,1:15.188,1:14.375,1:14.544
7,3,Michael Schumacher,Mercedes,1:15.649,1:14.691,1:14.590
8,1,Jenson Button,McLaren,1:15.623,1:15.150,1:14.637
9,9,Rubens Barrichello,Williams,1:15.590,1:15.083,1:14.901
10,15,Vitantonio Liuzzi,Force India,1:15.397,1:15.061,1:15.170
11,10,Nico Hülkenberg,Williams,1:16.030,1:15.317,
12,14,Adrian Sutil,Force India,1:15.445,1:15.318,
13,16,Sébastien Buemi,Toro Rosso,1:15.961,1:15.413,
14,12,Vitaly Petrov,Renault,1:15.482,1:15.576,
15,22,Pedro de la Rosa,Sauber,1:15.908,1:15.692,
16,23,Kamui Kobayashi,Sauber,1:16.175,1:15.992,
17,17,Jaime Alguersuari,Toro Rosso,1:16.021,1:16.176,
18,19,Heikki Kovalainen,Lotus,1:17.094,,
19,18,Jarno Trulli,Lotus,1:17.134,,
20,24,Timo Glock,Virgin,1:17.377,,
21,25,Lucas di Grassi,Virgin,1:17.864,,
22,21,Bruno Senna,HRT,1:18.509,,
23,20,Karun Chandhok,HRT,1:19.559,,
24,8,Fernando Alonso,Ferrari,,,
