Position,Driver,Constructor,Points,Wins
1,Stirling Moss,Cooper,23,2
2,Mike Hawthorn,Ferrari,23,1
3,Luigi Musso,Ferrari,12,0
4,Harry Schell,Maserati,10,0
5,Maurice Trintignant,Cooper,8,1
6,Tony Brooks,Vanwall,8,1
7,Jimmy Bryan,Epperly,8,1
8,Juan Fangio,Maserati,7,0
9,George Amick,Epperly,6,0
10,Peter Collins,Ferrari,6,0
11,Jean Behra,Maserati,6,0
12,Wolfgang von Trips,Ferrari,4,0
13,Stuart Lewis-Evans,Vanwall,4,0
14,Johnny Boyd,Kurtis Kraft,4,0
15,Tony Bettenhausen,Epperly,4,0
16,Cliff Allison,Team Lotus,3,0
17,Jack Brabham,Cooper,3,0
18,Roy Salvadori,Cooper,3,0
19,Jim Rathmann,Epperly,2,0
20,Olivier Gendebien,Ferrari,0,0
21,Jimmy Reece,Watson,0,0
22,Don Freeland,Phillips,0,0
23,Phil Hill,Maserati,0,0
24,Carlos Menditeguy,Maserati,0,0
25,Jo Bonnier,Maserati,0,0
26,Paco Godia,Maserati,0,0
27,Jud Larson,Watson,0,0
28,Horace Gould,Maserati,0,0
29,Gerino Gerini,Maserati,0,0
30,Eddie Johnson,Kurtis Kraft,0,0
