Position,Driver,Constructor,Points,Wins
1,Emerson Fittipaldi,McLaren,15,1
2,Carlos Pace,Brabham,9,1
3,James Hunt,Hesketh,7,0
4,Clay Regazzoni,Ferrari,6,0
5,Carlos Reutemann,Brabham,4,0
6,Jochen Mass,McLaren,4,0
7,Niki Lauda,Ferrari,3,0
8,Patrick Depailler,Tyrrell,2,0
9,Mario Andretti,Parnelli,0,0
10,Mark Donohue,Penske,0,0
11,Jacky Ickx,Team Lotus,0,0
12,Vittorio Brambilla,March,0,0
13,Graham Hill,Lola,0,0
14,John Watson,Surtees,0,0
15,Jacques Laffite,Williams,0,0
16,Jody Scheckter,Tyrrell,0,0
17,Tom Pryce,Shadow-Ford,0,0
18,Rolf Stommelen,Lola,0,0
19,Wilson Fittipaldi,Fittipaldi,0,0
20,Ronnie Peterson,Team Lotus,0,0
21,Arturo Merzario,Williams,0,0
22,Jean-Pierre Jarier,Shadow-Ford,0,0
23,Mike Wilds,BRM,0,0
