Position,Driver,Constructor,Points,Wins
1,Bruce McLaren,Cooper-Climax,14,1
2,Stirling Moss,Cooper-Climax,11,1
3,Jack Brabham,Cooper-Climax,8,1
4,Jim Rathmann,Watson,8,1
5,Innes Ireland,Team Lotus,7,0
6,Cliff Allison,Ferrari,6,0
7,Rodger Ward,Watson,6,0
8,Graham Hill,BRM,4,0
9,Phil Hill,Ferrari,4,0
10,Paul Goldsmith,Epperly,4,0
11,Wolfgang von Trips,Ferrari,4,0
12,Tony Brooks,Cooper-Climax,3,0
13,Don Branson,Phillips,3,0
14,Carlos Menditeguy,Cooper-Maserati,3,0
15,Jo Bonnier,BRM,2,0
16,Johnny Thomson,Lesovsky,2,0
17,Richie Ginther,Ferrari,2,0
18,Eddie Johnson,Trevis,1,0
19,Maurice Trintignant,Cooper-Climax,0,0
20,Lloyd Ruby,Watson,0,0
21,Henry Taylor,Cooper-Climax,0,0
22,Carel Godin de Beaufort,Cooper-Climax,0,0
23,Bob Veith,Meskowski,0,0
24,Alberto Rodriguez Larreta,Team Lotus,0,0
25,Bud Tingelstad,Trevis,0,0
26,Bob Christie,Kurtis Kraft,0,0
27,José Froilán González,Ferrari,0,0
28,Red Amick,Epperly,0,0
29,Roberto Bonomi,Cooper-Maserati,0,0
30,Masten Gregory,Behra-Porsche,0,0
