Position,Driver,Constructor,Points,Wins
1,Jackie Stewart,March,19,1
2,Jochen Rindt,Team Lotus,18,2
3,Jack Brabham,Brabham,15,1
4,Pedro Rodríguez,BRM,10,1
5,Denny Hulme,McLaren-Ford,9,0
6,Jean-Pierre Beltoise,Matra,9,0
7,Chris Amon,March,6,0
8,Bruce McLaren,McLaren-Ford,6,0
9,Graham Hill,Team Lotus,6,0
10,Henri Pescarolo,Matra,5,0
11,Jacky Ickx,Ferrari,4,0
12,Mario Andretti,March,4,0
13,Ignazio Giunti,Ferrari,3,0
14,Clay Regazzoni,Ferrari,3,0
15,John Miles,Team Lotus,2,0
16,Rolf Stommelen,Brabham,2,0
17,Johnny Servoz-Gavin,March,2,0
18,John Surtees,McLaren-Ford,1,0
19,Jo Siffert,March,0,0
20,Ronnie Peterson,March,0,0
21,John Love,Team Lotus,0,0
22,Peter de Klerk,Brabham,0,0
23,Dave Charlton,Team Lotus,0,0
24,Piers Courage,De Tomaso,0,0
25,Jackie Oliver,BRM,0,0
26,François Cevert,March,0,0
27,George Eaton,BRM,0,0
28,Andrea de Adamich,McLaren-Alfa Romeo,0,0
29,Derek Bell,Brabham,0,0
30,Peter Gethin,McLaren-Ford,0,0
