Position,Driver,Constructor,Points,Wins
1,Kimi Räikkönen,Ferrari,19,1
2,Nick Heidfeld,BMW Sauber,16,0
3,Lewis Hamilton,McLaren,14,1
4,Robert Kubica,BMW Sauber,14,0
5,Heikki Kovalainen,McLaren,14,0
6,Felipe Massa,Ferrari,10,1
7,Jarno Trulli,Toyota,8,0
8,Nico Rosberg,Williams,7,0
9,Fernando Alonso,Renault,6,0
10,Mark Webber,Red Bull,4,0
11,Kazuki Nakajima,Williams,3,0
12,Sébastien Bourdais,Toro Rosso,2,0
13,David Coulthard,Red Bull,0,0
14,Timo Glock,Toyota,0,0
15,Jenson Button,Honda,0,0
16,Rubens Barrichello,Honda,0,0
17,Nelson Piquet Jr.,Renault,0,0
18,Giancarlo Fisichella,Force India,0,0
19,Anthony Davidson,Super Aguri,0,0
20,Takuma Sato,Super Aguri,0,0
21,Adrian Sutil,Force India,0,0
