position,number,driver,constructor,Q1,Q2,Q3
1,1,Michael Schumacher,Ferrari,1:33.542,,
2,4,Ralf Schumacher,Williams,1:34.032,,
3,14,Mark Webber,Jaguar,1:34.571,,
4,10,Takuma Sato,BAR,1:34.897,,
5,9,Jenson Button,BAR,1:35.157,,
6,16,Jarno Trulli,Toyota,1:35.213,,
7,11,Giancarlo Fisichella,Sauber,1:36.136,,
8,5,David Coulthard,McLaren,1:36.156,,
9,7,Jacques Villeneuve,Renault,1:36.274,,
10,17,Olivier Panis,Toyota,1:36.420,,
11,8,Fernando Alonso,Renault,1:36.663,,
12,6,Kimi Räikkönen,McLaren,1:36.820,,
13,3,Juan Pablo Montoya,Williams,1:37.653,,
14,15,Christian Klien,Jaguar,1:38.258,,
15,2,Rubens Barrichello,Ferrari,1:38.637,,
16,18,Nick Heidfeld,Jordan,1:41.953,,
17,19,Timo Glock,Jordan,1:43.533,,
18,20,Gianmaria Bruni,Minardi,1:48.069,,
19,21,Zsolt Baumgartner,Minardi,,,
20,12,Felipe Massa,Sauber,,,
