Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,146,13
2,Rubens Barrichello,Ferrari,108,2
3,Jenson Button,BAR,85,0
4,Fernando Alonso,Renault,54,0
5,Juan Pablo Montoya,Williams,48,0
6,Jarno Trulli,Renault,46,1
7,Kimi Räikkönen,McLaren,37,1
8,Takuma Sato,BAR,31,0
9,David Coulthard,McLaren,24,0
10,Giancarlo Fisichella,Sauber,22,0
11,Ralf Schumacher,Williams,20,0
12,Felipe Massa,Sauber,11,0
13,Mark Webber,Jaguar,7,0
14,Olivier Panis,Toyota,6,0
15,Antônio Pizzonia,Williams,6,0
16,Christian Klien,Jaguar,3,0
17,Cristiano da Matta,Toyota,3,0
18,Nick Heidfeld,Jordan,3,0
19,Timo Glock,Jordan,2,0
20,Zsolt Baumgartner,Minardi,1,0
21,Jacques Villeneuve,Renault,0,0
22,Ricardo Zonta,Toyota,0,0
23,Marc Gené,Williams,0,0
24,Giorgio Pantano,Jordan,0,0
25,Gianmaria Bruni,Minardi,0,0
