position,number,driver,constructor,laps,grid,status,points
1,1,Kimi Räikkönen,Ferrari,66,1,Finished,10
2,2,Felipe Massa,Ferrari,66,3,Finished,8
3,22,Lewis Hamilton,McLaren,66,5,Finished,6
4,4,Robert Kubica,BMW Sauber,66,4,Finished,5
5,10,Mark Webber,Red Bull,66,7,Finished,4
6,16,Jenson Button,Honda,66,13,Finished,3
7,8,Kazuki Nakajima,Williams,66,12,Finished,2
8,11,Jarno Trulli,Toyota,66,8,Finished,1
9,3,Nick Heidfeld,BMW Sauber,66,9,Finished,0
10,21,Giancarlo Fisichella,Force India,65,19,+1 Lap,0
11,12,Timo Glock,Toyota,65,14,+1 Lap,0
12,9,David Coulthard,Red Bull,65,17,+1 Lap,0
13,18,Takuma Sato,Super Aguri,65,22,+1 Lap,0
14,7,Nico Rosberg,Williams,41,15,Engine,0
15,5,Fernando Alonso,Renault,34,2,Engine,0
16,17,Rubens Barrichello,Honda,34,11,Collision,0
17,23,Heikki Kovalainen,McLaren,21,6,Accident,0
18,19,Anthony Davidson,Super Aguri,8,21,Radiator,0
19,14,Sébastien Bourdais,Toro Rosso,7,16,Collision,0
20,6,Nelson Piquet Jr.,Renault,6,10,Collision,0
21,20,Adrian Sutil,Force India,0,20,Collision,0
22,15,Sebastian Vettel,Toro Rosso,0,18,Collision,0
