Position,Driver,Constructor,Points,Wins
1,Clay Regazzoni,Ferrari,44,1
2,Jody Scheckter,Tyrrell,41,2
3,Niki Lauda,Ferrari,38,2
4,Emerson Fittipaldi,McLaren,37,2
5,Ronnie Peterson,Team Lotus,22,2
6,Carlos Reutemann,Brabham,14,1
7,Denny Hulme,McLaren,12,1
8,Jacky Ickx,Team Lotus,12,0
9,Mike Hailwood,McLaren,12,0
10,Patrick Depailler,Tyrrell,11,0
11,Jean-Pierre Beltoise,BRM,10,0
12,Jean-Pierre Jarier,Shadow,6,0
13,Hans-Joachim Stuck,March,5,0
14,James Hunt,March,4,0
15,Carlos Pace,Surtees,3,0
16,Graham Hill,Lola,1,0
17,John Watson,Brabham,1,0
18,Tom Pryce,Token,1,0
19,Arturo Merzario,Iso Marlboro,1,0
20,Guy Edwards,Lola,0,0
21,Brian Redman,Shadow,0,0
22,Howden Ganley,March,0,0
23,Tom Belsø,Iso Marlboro,0,0
24,Rikky von Opel,Brabham,0,0
25,Vittorio Brambilla,March,0,0
26,Henri Pescarolo,BRM,0,0
27,Tim Schenken,Trojan,0,0
28,Derek Bell,Surtees,0,0
29,Ian Scheckter,Team Lotus,0,0
30,François Migault,BRM,0,0
