position,number,driver,constructor,Q1,Q2,Q3
1,7,Fernando Alonso,Renault,1:21.313,1:20.826,1:21.569
2,15,Sebastian Vettel,Red Bull,1:21.178,1:20.604,1:21.607
3,14,Mark Webber,Red Bull,1:20.964,1:20.358,1:21.741
4,1,Lewis Hamilton,McLaren,1:20.842,1:20.465,1:21.839
5,16,Nico Rosberg,Williams,1:20.793,1:20.862,1:21.890
6,2,Heikki Kovalainen,McLaren,1:21.659,1:20.807,1:22.095
7,4,Kimi Räikkönen,Ferrari,1:21.500,1:20.647,1:22.468
8,22,Jenson Button,Brawn,1:21.471,1:20.707,1:22.511
9,17,Kazuki Nakajima,Williams,1:21.407,1:20.570,1:22.835
10,3,Felipe Massa,Ferrari,1:21.420,1:20.823,
11,12,Sébastien Buemi,Toro Rosso,1:21.571,1:21.002,
12,9,Jarno Trulli,Toyota,1:21.416,1:21.082,
13,23,Rubens Barrichello,Brawn,1:21.558,1:21.222,
14,10,Timo Glock,Toyota,1:21.584,1:21.242,
15,8,Nelson Piquet Jr.,Renault,1:21.278,1:21.389,
16,6,Nick Heidfeld,BMW Sauber,1:21.738,,
17,21,Giancarlo Fisichella,Force India,1:21.807,,
18,20,Adrian Sutil,Force India,1:21.868,,
19,5,Robert Kubica,BMW Sauber,1:21.901,,
20,11,Jaime Alguersuari,Toro Rosso,1:22.359,,
