position,number,driver,constructor,laps,grid,status,points
1,1,Lewis Hamilton,McLaren,70,4,Finished,10
2,4,Kimi Räikkönen,Ferrari,70,7,Finished,8
3,14,Mark Webber,Red Bull,70,3,Finished,6
4,16,Nico Rosberg,Williams,70,5,Finished,5
5,2,Heikki Kovalainen,McLaren,70,6,Finished,4
6,10,Timo Glock,Toyota,70,13,Finished,3
7,22,Jenson Button,Brawn,70,8,Finished,2
8,9,Jarno Trulli,Toyota,70,11,Finished,1
9,17,Kazuki Nakajima,Williams,70,9,Finished,0
10,23,Rubens Barrichello,Brawn,70,12,Finished,0
11,6,Nick Heidfeld,BMW Sauber,70,15,Finished,0
12,8,Nelson Piquet Jr.,Renault,70,14,Finished,0
13,5,Robert Kubica,BMW Sauber,70,18,Finished,0
14,21,Giancarlo Fisichella,Force India,69,16,+1 Lap,0
15,11,Jaime Alguersuari,Toro Rosso,69,19,+1 Lap,0
16,12,Sébastien Buemi,Toro Rosso,69,10,+1 Lap,0
17,15,Sebastian Vettel,Red Bull,29,2,Suspension,0
18,7,Fernando Alonso,Renault,15,1,Wheel,0
19,20,Adrian Sutil,Force India,1,17,Overheating,0
20,3,Felipe Massa,Ferrari,0,0,Withdrew,0
