Position,Driver,Constructor,Points,Wins
1,Jenson Button,Brawn,70,6
2,Mark Webber,Red Bull,51.5,1
3,Sebastian Vettel,Red Bull,47,2
4,Rubens Barrichello,Brawn,44,0
5,Nico Rosberg,Williams,25.5,0
6,Jarno Trulli,Toyota,22.5,0
7,Felipe Massa,Ferrari,22,0
8,Lewis Hamilton,McLaren,19,1
9,Kimi Räikkönen,Ferrari,18,0
10,Timo Glock,Toyota,16,0
11,Fernando Alonso,Renault,13,0
12,Heikki Kovalainen,McLaren,9,0
13,Nick Heidfeld,BMW Sauber,6,0
14,Sébastien Buemi,Toro Rosso,3,0
15,Robert Kubica,BMW Sauber,2,0
16,Sébastien Bourdais,Toro Rosso,2,0
17,Giancarlo Fisichella,Force India,0,0
18,Kazuki Nakajima,Williams,0,0
19,Adrian Sutil,Force India,0,0
20,Nelson Piquet Jr.,Renault,0,0
21,Jaime Alguersuari,Toro Rosso,0,0
