position,number,driver,constructor,Q1,Q2,Q3
1,7,Kimi Räikkönen,Ferrari,1:20.722,1:19.846,1:19.119
2,5,Sebastian Vettel,Ferrari,1:20.542,1:19.629,1:19.280
3,44,Lewis Hamilton,Mercedes,1:20.810,1:19.798,1:19.294
4,77,Valtteri Bottas,Mercedes,1:21.381,1:20.427,1:19.656
5,33,Max Verstappen,Red Bull,1:21.381,1:20.333,1:20.615
6,8,Romain Grosjean,Haas F1 Team,1:21.887,1:21.239,1:20.936
7,55,Carlos Sainz,Renault,1:21.732,1:21.552,1:21.041
8,31,Esteban Ocon,Force India,1:21.570,1:21.315,1:21.099
9,10,Pierre Gasly,Toro Rosso,1:21.834,1:21.667,1:21.350
10,18,Lance Stroll,Williams,1:21.838,1:21.494,1:21.627
11,20,Kevin Magnussen,Haas F1 Team,1:21.783,1:21.669,
12,35,Sergey Sirotkin,Williams,1:21.813,1:21.732,
13,14,Fernando Alonso,McLaren,1:21.850,1:22.568,
14,27,Nico Hülkenberg,Renault,1:21.801,,
15,3,Daniel Ricciardo,Red Bull,1:21.280,,
16,11,Sergio Pérez,Force India,1:21.888,,
17,16,Charles Leclerc,Sauber,1:21.889,,
18,28,Brendon Hartley,Toro Rosso,1:21.934,,
19,9,Marcus Ericsson,Sauber,1:22.048,,
20,2,Stoffel Vandoorne,McLaren,1:22.085,,
