position,number,driver,constructor,Q1,Q2,Q3
1,12,Jenson Button,Honda,1:28.081,1:26.337,1:25.229
2,2,Giancarlo Fisichella,Renault,1:27.765,1:26.196,1:25.635
3,1,Fernando Alonso,Renault,1:28.569,1:25.729,1:25.778
4,3,Kimi Räikkönen,McLaren,1:27.193,1:26.161,1:25.822
5,4,Juan Pablo Montoya,McLaren,1:27.079,1:25.902,1:25.976
6,7,Ralf Schumacher,Toyota,1:28.007,1:26.596,1:26.612
7,9,Mark Webber,Williams,1:27.669,1:26.075,1:26.937
8,16,Nick Heidfeld,BMW Sauber,1:27.796,1:26.014,1:27.579
9,17,Jacques Villeneuve,BMW Sauber,1:28.460,1:26.714,1:29.239
10,8,Jarno Trulli,Toyota,1:27.748,1:26.327,
11,5,Michael Schumacher,Ferrari,1:28.228,1:26.718,
12,14,David Coulthard,Red Bull,1:28.408,1:27.023,
13,20,Vitantonio Liuzzi,Toro Rosso,1:28.999,1:27.219,
14,15,Christian Klien,Red Bull,1:28.757,1:27.591,
15,10,Nico Rosberg,Williams,1:28.351,1:29.422,
16,6,Felipe Massa,Ferrari,1:28.868,,
17,11,Rubens Barrichello,Honda,1:29.943,,
18,19,Christijan Albers,MF1,1:30.226,,
19,21,Scott Speed,Toro Rosso,1:30.426,,
20,18,Tiago Monteiro,MF1,1:30.709,,
21,22,Takuma Sato,Super Aguri,1:32.279,,
22,23,Yuji Ide,Super Aguri,1:36.164,,
