Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Alfa Romeo,15,2
2,Nino Farina,Alfa Romeo,14,1
3,Lee Wallard,Kurtis Kraft,9,1
4,Alberto Ascari,Ferrari,9,0
5,Luigi Villoresi,Ferrari,8,0
6,Piero Taruffi,Ferrari,6,0
7,Mike Nazaruk,Kurtis Kraft,6,0
8,Luigi Fagioli,Alfa Romeo,4,1
9,José Froilán González,Talbot-Lago,3,0
10,Louis Rosier,Talbot-Lago,3,0
11,Consalvo Sanesi,Alfa Romeo,3,0
12,Andy Linden,Sherman,3,0
13,Reg Parnell,Ferrari,3,0
14,Jack McGrath,Kurtis Kraft,2,0
15,Yves Cabantous,Talbot-Lago,2,0
16,Toulo de Graffenried,Alfa Romeo,2,0
17,Bobby Ball,Schroeder,2,0
18,Manny Ayulo,Kurtis Kraft,2,0
19,Louis Chiron,Maserati,0,0
20,Henry Banks,Moore,0,0
21,André Pilette,Talbot-Lago,0,0
22,Johnny Claes,Talbot-Lago,0,0
23,Carl Forberg,Kurtis Kraft,0,0
24,Duane Carter,Deidt,0,0
25,Eugène Chaboud,Talbot-Lago,0,0
26,Pierre Levegh,Talbot-Lago,0,0
27,Stirling Moss,HWM,0,0
28,Guy Mairesse,Talbot-Lago,0,0
29,Philippe Étancelin,Talbot-Lago,0,0
30,Rudi Fischer,Ferrari,0,0
