position,number,driver,constructor,laps,grid,status,points
1,6,David Coulthard,Williams,71,1,Finished,10
2,1,Michael Schumacher,Benetton,71,3,Finished,6
3,5,Damon Hill,Williams,71,2,Finished,4
4,28,Gerhard Berger,Ferrari,71,4,Finished,3
5,27,Jean Alesi,Ferrari,71,7,Finished,2
6,30,Heinz-Harald Frentzen,Sauber,70,5,+1 Lap,1
7,2,Johnny Herbert,Benetton,70,6,+1 Lap,0
8,25,Martin Brundle,Ligier,70,9,+1 Lap,0
9,7,Mark Blundell,McLaren,70,12,+1 Lap,0
10,15,Eddie Irvine,Jordan,70,10,+1 Lap,0
11,14,Rubens Barrichello,Jordan,70,8,+1 Lap,0
12,29,Jean-Christophe Boullion,Sauber,70,14,+1 Lap,0
13,4,Mika Salo,Tyrrell,69,15,+2 Laps,0
14,24,Luca Badoer,Minardi,68,18,+3 Laps,0
15,10,Taki Inoue,Footwork,68,19,+3 Laps,0
16,21,Pedro Diniz,Forti,66,22,+5 Laps,0
17,22,Roberto Moreno,Forti,64,23,+7 Laps,0
18,17,Andrea Montermini,Pacific,53,21,Gearbox,0
19,8,Mika Häkkinen,McLaren,44,13,Engine,0
20,16,Jean-Denis Délétraz,Pacific,14,24,Physical,0
21,26,Olivier Panis,Ligier,10,11,Spun off,0
22,23,Pedro Lamy,Minardi,7,17,Gearbox,0
23,3,Ukyo Katayama,Tyrrell,0,16,Collision,0
24,9,Massimiliano Papis,Footwork,0,20,Gearbox,0
