position,number,driver,constructor,Q1,Q2,Q3
1,33,Max Verstappen,Red Bull,1:35.993,1:35.641,1:35.246
2,77,Valtteri Bottas,Mercedes,1:35.699,1:35.527,1:35.271
3,44,Lewis Hamilton,Mercedes,1:35.528,1:35.466,1:35.332
4,4,Lando Norris,McLaren,1:36.016,1:35.849,1:35.497
5,23,Alexander Albon,Red Bull,1:36.106,1:35.654,1:35.571
6,55,Carlos Sainz,McLaren,1:36.517,1:36.192,1:35.815
7,26,Daniil Kvyat,AlphaTauri,1:36.459,1:36.214,1:35.963
8,18,Lance Stroll,Racing Point,1:36.502,1:36.143,1:36.046
9,16,Charles Leclerc,Ferrari,1:35.881,1:35.932,1:36.065
10,10,Pierre Gasly,AlphaTauri,1:36.545,1:36.282,1:36.242
11,31,Esteban Ocon,Renault,1:36.783,1:36.359,
12,3,Daniel Ricciardo,Renault,1:36.704,1:36.406,
13,5,Sebastian Vettel,Ferrari,1:36.655,1:36.631,
14,99,Antonio Giovinazzi,Alfa Romeo,1:37.075,1:38.248,
15,11,Sergio Pérez,Racing Point,1:36.034,,
16,7,Kimi Räikkönen,Alfa Romeo,1:37.555,,
17,20,Kevin Magnussen,Haas F1 Team,1:37.863,,
18,63,George Russell,Williams,1:38.045,,
19,51,Pietro Fittipaldi,Haas F1 Team,1:38.173,,
20,6,Nicholas Latifi,Williams,1:38.443,,
