position,number,driver,constructor,Q1,Q2,Q3
1,5,Michael Schumacher,Ferrari,1:24.598,1:22.579,1:22.795
2,12,Jenson Button,Honda,1:24.480,1:23.749,1:22.988
3,11,Rubens Barrichello,Honda,1:24.727,1:23.760,1:23.242
4,6,Felipe Massa,Ferrari,1:24.884,1:23.595,1:23.702
5,1,Fernando Alonso,Renault,1:23.536,1:23.743,1:23.709
6,7,Ralf Schumacher,Toyota,1:24.370,1:23.565,1:23.772
7,4,Juan Pablo Montoya,McLaren,1:24.960,1:23.760,1:24.021
8,3,Kimi Räikkönen,McLaren,1:24.259,1:23.190,1:24.158
9,8,Jarno Trulli,Toyota,1:24.446,1:23.727,1:24.172
10,9,Mark Webber,Williams,1:24.992,1:23.718,1:24.795
11,2,Giancarlo Fisichella,Renault,1:24.434,1:23.771,
12,17,Jacques Villeneuve,BMW Sauber,1:25.081,1:23.887,
13,10,Nico Rosberg,Williams,1:24.495,1:23.966,
14,14,David Coulthard,Red Bull,1:24.849,1:24.101,
15,16,Nick Heidfeld,BMW Sauber,1:25.410,1:24.129,
16,20,Vitantonio Liuzzi,Toro Rosso,1:24.879,1:24.520,
17,15,Christian Klien,Red Bull,1:25.410,,
18,21,Scott Speed,Toro Rosso,1:25.437,,
19,18,Tiago Monteiro,MF1,1:26.820,,
20,19,Christijan Albers,MF1,1:27.088,,
21,22,Takuma Sato,Super Aguri,1:27.609,,
22,23,Yuji Ide,Super Aguri,1:29.282,,
