Position,Driver,Constructor,Points,Wins
1,Niki Lauda,Ferrari,38,2
2,Emerson Fittipaldi,McLaren,37,2
3,Jody Scheckter,Tyrrell,35,2
4,Clay Regazzoni,Ferrari,35,0
5,Ronnie Peterson,Team Lotus,19,2
6,Denny Hulme,McLaren,12,1
7,Mike Hailwood,McLaren,12,0
8,Patrick Depailler,Tyrrell,11,0
9,Carlos Reutemann,Brabham,10,1
10,Jean-Pierre Beltoise,BRM,10,0
11,Jacky Ickx,Team Lotus,10,0
12,Jean-Pierre Jarier,Shadow,6,0
13,Hans-Joachim Stuck,March,5,0
14,James Hunt,March,4,0
15,Carlos Pace,Surtees,3,0
16,Graham Hill,Lola,1,0
17,John Watson,Brabham,1,0
18,Arturo Merzario,Iso Marlboro,1,0
19,Guy Edwards,Lola,0,0
20,Brian Redman,Shadow,0,0
21,Tom Pryce,Token,0,0
22,Howden Ganley,March,0,0
23,Tom Belsø,Iso Marlboro,0,0
24,Rikky von Opel,Brabham,0,0
25,Vittorio Brambilla,March,0,0
26,Henri Pescarolo,BRM,0,0
27,Tim Schenken,Trojan,0,0
28,Ian Scheckter,Team Lotus,0,0
29,François Migault,BRM,0,0
30,Jochen Mass,Surtees,0,0
