position,number,driver,constructor,Q1,Q2,Q3
1,15,Sebastian Vettel,Toro Rosso,1:35.464,1:35.837,1:37.555
2,23,Heikki Kovalainen,McLaren,1:35.214,1:35.843,1:37.631
3,10,Mark Webber,Red Bull,1:36.001,1:36.306,1:38.117
4,14,Sébastien Bourdais,Toro Rosso,1:35.543,1:36.175,1:38.445
5,7,Nico Rosberg,Williams,1:35.485,1:35.898,1:38.767
6,2,Felipe Massa,Ferrari,1:35.536,1:36.676,1:38.894
7,11,Jarno Trulli,Toyota,1:35.906,1:36.008,1:39.152
8,5,Fernando Alonso,Renault,1:36.297,1:36.518,1:39.751
9,12,Timo Glock,Toyota,1:35.737,1:36.525,1:39.787
10,3,Nick Heidfeld,BMW Sauber,1:35.709,1:36.626,1:39.906
11,4,Robert Kubica,BMW Sauber,1:35.553,1:36.697,
12,21,Giancarlo Fisichella,Force India,1:36.280,1:36.698,
13,9,David Coulthard,Red Bull,1:36.485,1:37.284,
14,1,Kimi Räikkönen,Ferrari,1:35.965,1:37.522,
15,22,Lewis Hamilton,McLaren,1:35.394,1:39.265,
16,17,Rubens Barrichello,Honda,1:36.510,,
17,6,Nelson Piquet Jr.,Renault,1:36.630,,
18,8,Kazuki Nakajima,Williams,1:36.653,,
19,16,Jenson Button,Honda,1:37.006,,
20,20,Adrian Sutil,Force India,1:37.417,,
