position,number,driver,constructor,laps,grid,status,points
1,2,Felipe Massa,Ferrari,57,1,Finished,10
2,22,Lewis Hamilton,McLaren,57,2,Finished,8
3,4,Robert Kubica,BMW Sauber,57,3,Finished,6
4,23,Heikki Kovalainen,McLaren,57,5,Finished,5
5,11,Jarno Trulli,Toyota,57,7,Finished,4
6,15,Sebastian Vettel,Toro Rosso,57,6,Finished,3
7,12,Timo Glock,Toyota,57,13,Finished,2
8,7,Nico Rosberg,Williams,57,9,Finished,1
9,3,Nick Heidfeld,BMW Sauber,57,8,Finished,0
10,14,Sébastien Bourdais,Toro Rosso,57,10,Finished,0
11,6,Nelson Piquet Jr.,Renault,57,15,Finished,0
12,10,Mark Webber,Red Bull,56,14,+1 Lap,0
13,16,Jenson Button,Honda,56,16,+1 Lap,0
14,21,Giancarlo Fisichella,Force India,56,18,+1 Lap,0
15,8,Kazuki Nakajima,Williams,56,11,+1 Lap,0
16,17,Rubens Barrichello,Honda,56,19,+1 Lap,0
17,9,David Coulthard,Red Bull,56,17,+1 Lap,0
18,1,Kimi Räikkönen,Ferrari,45,4,Engine,0
19,20,Adrian Sutil,Force India,41,20,Accident,0
20,5,Fernando Alonso,Renault,0,12,Collision,0
