Position,Driver,Constructor,Points,Wins
1,Mario Andretti,Team Lotus,9,1
2,Niki Lauda,Brabham,6,0
3,Patrick Depailler,Tyrrell,4,0
4,James Hunt,McLaren,3,0
5,Ronnie Peterson,Team Lotus,2,0
6,Patrick Tambay,McLaren,1,0
7,Carlos Reutemann,Ferrari,0,0
8,Gilles Villeneuve,Ferrari,0,0
9,Emerson Fittipaldi,Fittipaldi,0,0
10,Jody Scheckter,Wolf,0,0
11,Jochen Mass,ATS,0,0
12,Jean-Pierre Jarier,ATS,0,0
13,Brett Lunger,McLaren,0,0
14,Didier Pironi,Tyrrell,0,0
15,Clay Regazzoni,Shadow,0,0
16,Jacques Laffite,Ligier,0,0
17,Hans-Joachim Stuck,Shadow,0,0
18,Vittorio Brambilla,Surtees,0,0
19,John Watson,Brabham,0,0
20,Alan Jones,Williams,0,0
21,Danny Ongais,Ensign,0,0
22,Lamberto Leoni,Ensign,0,0
23,Arturo Merzario,Merzario,0,0
24,Rupert Keegan,Surtees,0,0
25,Hector Rebaque,Team Lotus,0,0
26,Eddie Cheever,Theodore,0,0
27,Divina Galica,Hesketh,0,0
