position,number,driver,constructor,laps,grid,status,points
1,6,Ronnie Peterson,Team Lotus,54,1,Finished,9
2,4,Patrick Depailler,Tyrrell,54,14,Finished,6
3,12,Gilles Villeneuve,Ferrari,54,11,Finished,4
4,14,Emerson Fittipaldi,Fittipaldi,53,6,+1 Lap,3
5,26,Jacques Laffite,Ligier,53,5,+1 Lap,2
6,19,Vittorio Brambilla,Surtees,53,21,+1 Lap,1
7,2,John Watson,Brabham,53,10,+1 Lap,0
8,30,Brett Lunger,McLaren,52,17,+2 Laps,0
9,31,René Arnoux,Martini,52,26,+2 Laps,0
10,17,Clay Regazzoni,Shadow,50,22,+7 Laps,0
11,32,Keke Rosberg,Wolf,49,25,+7 Laps,0
12,22,Derek Daly,Ensign,41,19,Disqualified,0
13,8,Patrick Tambay,McLaren,40,14,Accident,0
14,16,Hans-Joachim Stuck,Shadow,33,23,Accident,0
15,15,Jean-Pierre Jabouille,Renault,31,3,Gearbox,0
16,11,Carlos Reutemann,Ferrari,28,12,Disqualified,0
17,1,Niki Lauda,Brabham,27,4,Accident,0
18,3,Didier Pironi,Tyrrell,20,9,Accident,0
19,7,James Hunt,McLaren,7,8,Accident,0
20,27,Alan Jones,Williams,7,15,Accident,0
21,35,Riccardo Patrese,Arrows,7,16,Accident,0
22,23,Harald Ertl,Ensign,7,24,Accident,0
23,25,Hector Rebaque,Team Lotus,4,18,Accident,0
24,29,Nelson Piquet,McLaren,4,20,Accident,0
25,20,Jody Scheckter,Wolf,3,7,Accident,0
26,5,Mario Andretti,Team Lotus,0,2,Accident,0
27,37,Arturo Merzario,Merzario,0,0,Did not qualify,0
28,9,Jochen Mass,ATS,0,0,Did not qualify,0
29,18,Rupert Keegan,Surtees,0,0,Did not qualify,0
30,10,Hans Binder,ATS,0,0,Did not qualify,0
