Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Maserati,8,1
2,Nino Farina,Ferrari,6,0
3,José Froilán González,Ferrari,5,0
4,Maurice Trintignant,Ferrari,3,0
5,Élie Bayol,Gordini,2,0
6,Harry Schell,Maserati,0,0
7,Prince Bira,Maserati,0,0
8,Toulo de Graffenried,Maserati,0,0
9,Umberto Maglioli,Ferrari,0,0
10,Onofre Marimón,Maserati,0,0
11,Roberto Mieres,Maserati,0,0
12,Roger Loyer,Gordini,0,0
13,Jorge Daponte,Maserati,0,0
14,Louis Rosier,Ferrari,0,0
15,Luigi Musso,Maserati,0,0
16,Carlos Menditeguy,Maserati,0,0
