position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:28.702,1:28.017,1:27.760
2,77,Valtteri Bottas,Mercedes,1:29.297,1:27.987,1:28.059
3,33,Max Verstappen,Red Bull,1:29.480,1:28.849,1:29.057
4,7,Kimi Räikkönen,Ferrari,1:29.631,1:28.595,1:29.521
5,8,Romain Grosjean,Haas F1 Team,1:29.724,1:29.678,1:29.761
6,28,Brendon Hartley,Toro Rosso,1:30.248,1:29.848,1:30.023
7,10,Pierre Gasly,Toro Rosso,1:30.137,1:29.810,1:30.093
8,31,Esteban Ocon,Force India,1:29.899,1:29.538,1:30.126
9,5,Sebastian Vettel,Ferrari,1:29.049,1:28.279,1:32.192
10,11,Sergio Pérez,Force India,1:30.247,1:29.567,1:37.229
11,16,Charles Leclerc,Sauber,1:29.706,1:29.864,
12,20,Kevin Magnussen,Haas F1 Team,1:30.219,1:30.226,
13,55,Carlos Sainz,Renault,1:30.236,1:30.490,
14,18,Lance Stroll,Williams,1:30.317,1:30.714,
15,3,Daniel Ricciardo,Red Bull,1:29.806,,
16,27,Nico Hülkenberg,Renault,1:30.361,,
17,35,Sergey Sirotkin,Williams,1:30.372,,
18,14,Fernando Alonso,McLaren,1:30.573,,
19,2,Stoffel Vandoorne,McLaren,1:31.041,,
20,9,Marcus Ericsson,Sauber,1:31.213,,
