position,number,driver,constructor,Q1,Q2,Q3
1,2,Lewis Hamilton,McLaren,1:35.798,1:35.898,1:35.908
2,6,Kimi Räikkönen,Ferrari,1:35.692,1:35.381,1:36.044
3,5,Felipe Massa,Ferrari,1:35.792,1:35.796,1:36.221
4,1,Fernando Alonso,McLaren,1:35.809,1:35.845,1:36.576
5,14,David Coulthard,Red Bull,1:36.930,1:36.252,1:37.619
6,11,Ralf Schumacher,Toyota,1:37.135,1:36.709,1:38.013
7,15,Mark Webber,Red Bull,1:37.199,1:36.602,1:38.153
8,9,Nick Heidfeld,BMW Sauber,1:36.737,1:36.217,1:38.455
9,10,Robert Kubica,BMW Sauber,1:36.309,1:36.116,1:38.472
10,7,Jenson Button,Honda,1:37.092,1:36.771,1:39.285
11,18,Vitantonio Liuzzi,Toro Rosso,1:37.047,1:36.862,
12,12,Jarno Trulli,Toyota,1:37.209,1:36.959,
13,4,Heikki Kovalainen,Renault,1:37.225,1:36.991,
14,23,Anthony Davidson,Super Aguri,1:37.203,1:37.247,
15,16,Nico Rosberg,Williams,1:37.144,1:37.483,
16,8,Rubens Barrichello,Honda,1:37.251,,
17,19,Sebastian Vettel,Toro Rosso,1:37.006,1:36.891,
18,3,Giancarlo Fisichella,Renault,1:37.290,,
19,17,Alexander Wurz,Williams,1:37.456,,
20,22,Takuma Sato,Super Aguri,1:38.218,,
21,20,Adrian Sutil,Spyker,1:38.668,,
22,21,Sakon Yamamoto,Spyker,1:39.336,,
