Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Ferrari,30,3
2,Stirling Moss,Maserati,27,2
3,Peter Collins,Ferrari,25,2
4,Jean Behra,Maserati,22,0
5,Pat Flaherty,Watson,8,1
6,Eugenio Castellotti,Ferrari,7.5,0
7,Paul Frère,Ferrari,6,0
8,Sam Hanks,Kurtis Kraft,6,0
9,Paco Godia,Maserati,6,0
10,Jack Fairman,Connaught,5,0
11,Luigi Musso,Ferrari,4,1
12,Mike Hawthorn,Maserati,4,0
13,Ron Flockhart,BRM,4,0
14,Don Freeland,Phillips,4,0
15,Alfonso de Portago,Ferrari,3,0
16,Cesare Perdisa,Maserati,3,0
17,Harry Schell,Vanwall,3,0
18,Johnnie Parsons,Kurtis Kraft,3,0
19,Louis Rosier,Maserati,2,0
20,Luigi Villoresi,Maserati,2,0
21,Hernando da Silva Ramos,Gordini,2,0
22,Horace Gould,Maserati,2,0
23,Olivier Gendebien,Ferrari,2,0
24,Dick Rathmann,Kurtis Kraft,2,0
25,Gerino Gerini,Maserati,1.5,0
26,Chico Landi,Maserati,1.5,0
27,Paul Russo,Kurtis Kraft,1,0
28,André Pilette,Ferrari,0,0
29,Luigi Piotti,Maserati,0,0
30,Élie Bayol,Gordini,0,0
