position,number,driver,constructor,laps,grid,status,points
1,6,Nico Rosberg,Mercedes,67,1,Finished,25
2,77,Valtteri Bottas,Williams,67,2,Finished,18
3,44,Lewis Hamilton,Mercedes,67,20,Finished,15
4,1,Sebastian Vettel,Red Bull,67,6,Finished,12
5,14,Fernando Alonso,Ferrari,67,7,Finished,10
6,3,Daniel Ricciardo,Red Bull,67,5,Finished,8
7,27,Nico Hülkenberg,Force India,67,9,Finished,6
8,22,Jenson Button,McLaren,67,11,Finished,4
9,20,Kevin Magnussen,McLaren,66,4,+1 Lap,2
10,11,Sergio Pérez,Force India,66,10,+1 Lap,1
11,7,Kimi Räikkönen,Ferrari,66,12,+1 Lap,0
12,13,Pastor Maldonado,Lotus F1,66,18,+1 Lap,0
13,25,Jean-Éric Vergne,Toro Rosso,66,13,+1 Lap,0
14,21,Esteban Gutiérrez,Sauber,66,16,+1 Lap,0
15,17,Jules Bianchi,Marussia,66,17,+1 Lap,0
16,10,Kamui Kobayashi,Caterham,65,19,+2 Laps,0
17,4,Max Chilton,Marussia,65,21,+2 Laps,0
18,9,Marcus Ericsson,Caterham,65,22,+2 Laps,0
19,99,Adrian Sutil,Sauber,47,15,Brakes,0
20,26,Daniil Kvyat,Toro Rosso,44,8,Oil leak,0
21,8,Romain Grosjean,Lotus F1,26,14,Water leak,0
22,19,Felipe Massa,Williams,0,3,Collision,0
