position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:17.631,1:17.109,1:16.540
2,77,Valtteri Bottas,Williams,1:18.215,1:17.353,1:16.759
3,19,Felipe Massa,Williams,1:18.381,1:17.370,1:17.078
4,20,Kevin Magnussen,McLaren,1:18.260,1:17.788,1:17.214
5,3,Daniel Ricciardo,Red Bull,1:18.117,1:17.855,1:17.273
6,1,Sebastian Vettel,Red Bull,1:18.194,1:17.646,1:17.577
7,14,Fernando Alonso,Ferrari,1:18.389,1:17.866,1:17.649
8,26,Daniil Kvyat,Toro Rosso,1:18.530,1:18.103,1:17.965
9,27,Nico Hülkenberg,Force India,1:18.927,1:18.017,1:18.014
10,11,Sergio Pérez,Force India,1:18.916,1:18.161,1:18.035
11,22,Jenson Button,McLaren,1:18.425,1:18.193,
12,7,Kimi Räikkönen,Ferrari,1:18.534,1:18.273,
13,25,Jean-Éric Vergne,Toro Rosso,1:18.496,1:18.285,
14,21,Esteban Gutiérrez,Sauber,1:18.739,1:18.787,
15,8,Romain Grosjean,Lotus F1,1:18.894,1:18.983,
16,44,Lewis Hamilton,Mercedes,1:18.683,,
17,99,Adrian Sutil,Sauber,1:19.142,,
18,17,Jules Bianchi,Marussia,1:19.676,,
19,13,Pastor Maldonado,Lotus F1,1:20.195,,
20,10,Kamui Kobayashi,Caterham,1:20.408,,
21,4,Max Chilton,Marussia,1:20.489,,
22,9,Marcus Ericsson,Caterham,,,
