position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:27.238,1:26.210,1:25.232
2,6,Nico Rosberg,Mercedes,1:26.764,1:26.088,1:25.400
3,3,Daniel Ricciardo,Red Bull,1:28.053,1:26.613,1:26.285
4,77,Valtteri Bottas,Williams,1:28.198,1:27.563,1:26.632
5,8,Romain Grosjean,Lotus F1,1:28.472,1:27.258,1:26.960
6,7,Kimi Räikkönen,Ferrari,1:28.308,1:27.335,1:27.104
7,14,Fernando Alonso,Ferrari,1:28.329,1:27.602,1:27.140
8,22,Jenson Button,McLaren,1:28.279,1:27.570,1:27.335
9,19,Felipe Massa,Williams,1:28.061,1:27.016,1:27.402
10,1,Sebastian Vettel,Red Bull,1:27.958,1:27.052,
11,27,Nico Hülkenberg,Force India,1:28.155,1:27.685,
12,11,Sergio Pérez,Force India,1:28.469,1:28.002,
13,26,Daniil Kvyat,Toro Rosso,1:28.074,1:28.039,
14,21,Esteban Gutiérrez,Sauber,1:28.374,1:28.280,
15,20,Kevin Magnussen,McLaren,1:28.389,,
16,25,Jean-Éric Vergne,Toro Rosso,1:28.194,,
17,99,Adrian Sutil,Sauber,1:28.563,,
18,4,Max Chilton,Marussia,1:29.586,,
19,17,Jules Bianchi,Marussia,1:30.177,,
20,9,Marcus Ericsson,Caterham,1:30.312,,
21,10,Kamui Kobayashi,Caterham,1:30.375,,
22,13,Pastor Maldonado,Lotus F1,,,
