position,number,driver,constructor,Q1,Q2,Q3
1,2,Rubens Barrichello,Ferrari,1:10.646,,
2,3,Juan Pablo Montoya,Williams,1:10.850,,
3,6,Kimi Räikkönen,McLaren,1:10.892,,
4,12,Felipe Massa,Sauber,1:10.922,,
5,9,Jenson Button,BAR,1:11.092,,
6,10,Takuma Sato,BAR,1:11.120,,
7,4,Ralf Schumacher,Williams,1:11.131,,
8,1,Michael Schumacher,Ferrari,1:11.386,,
9,8,Fernando Alonso,Renault,1:11.454,,
10,16,Jarno Trulli,Toyota,1:11.483,,
11,11,Giancarlo Fisichella,Sauber,1:11.571,,
12,14,Mark Webber,Jaguar,1:11.665,,
13,5,David Coulthard,McLaren,1:11.750,,
14,7,Jacques Villeneuve,Renault,1:11.836,,
15,17,Ricardo Zonta,Toyota,1:11.974,,
16,15,Christian Klien,Jaguar,1:12.211,,
17,18,Nick Heidfeld,Jordan,1:12.829,,
18,19,Timo Glock,Jordan,1:13.502,,
19,21,Zsolt Baumgartner,Minardi,1:13.550,,
20,20,Gianmaria Bruni,Minardi,,,
