position,number,driver,constructor,Q1,Q2,Q3
1,10,Lewis Hamilton,Mercedes,1:31.131,1:30.152,1:29.398
2,1,Sebastian Vettel,Red Bull,1:31.269,1:29.992,1:29.501
3,2,Mark Webber,Red Bull,1:31.428,1:30.217,1:29.608
4,7,Kimi Räikkönen,Lotus F1,1:30.676,1:29.852,1:29.892
5,8,Romain Grosjean,Lotus F1,1:31.242,1:30.005,1:29.959
6,19,Daniel Ricciardo,Toro Rosso,1:31.081,1:30.223,1:30.528
7,4,Felipe Massa,Ferrari,1:30.547,1:29.825,1:31.126
8,3,Fernando Alonso,Ferrari,1:30.709,1:29.962,1:31.209
9,5,Jenson Button,McLaren,1:31.181,1:30.269,
10,11,Nico Hülkenberg,Sauber,1:31.132,1:30.231,
11,9,Nico Rosberg,Mercedes,1:31.322,1:30.326,
12,14,Paul di Resta,Force India,1:31.322,1:30.697,
13,6,Sergio Pérez,McLaren,1:31.498,1:30.933,
14,12,Esteban Gutiérrez,Sauber,1:31.681,1:31.010,
15,15,Adrian Sutil,Force India,1:31.320,1:31.010,
16,18,Jean-Éric Vergne,Toro Rosso,1:31.629,1:31.104,
17,17,Valtteri Bottas,Williams,1:31.693,,
18,16,Pastor Maldonado,Williams,1:31.707,,
19,20,Charles Pic,Caterham,1:32.937,,
20,22,Jules Bianchi,Marussia,1:33.063,,
21,21,Giedo van der Garde,Caterham,1:33.734,,
22,23,Max Chilton,Marussia,1:34.098,,
