position,number,driver,constructor,laps,grid,status,points
1,1,Sebastian Vettel,Red Bull,60,2,Finished,25
2,7,Kimi Räikkönen,Lotus F1,60,4,Finished,18
3,8,Romain Grosjean,Lotus F1,60,5,Finished,15
4,3,Fernando Alonso,Ferrari,60,8,Finished,12
5,10,Lewis Hamilton,Mercedes,60,1,Finished,10
6,5,Jenson Button,McLaren,60,9,Finished,8
7,2,Mark Webber,Red Bull,60,3,Finished,6
8,6,Sergio Pérez,McLaren,60,13,Finished,4
9,9,Nico Rosberg,Mercedes,60,11,Finished,2
10,11,Nico Hülkenberg,Sauber,60,10,Finished,1
11,14,Paul di Resta,Force India,60,12,Finished,0
12,19,Daniel Ricciardo,Toro Rosso,60,6,Finished,0
13,15,Adrian Sutil,Force India,60,15,Finished,0
14,12,Esteban Gutiérrez,Sauber,60,14,Finished,0
15,16,Pastor Maldonado,Williams,60,18,Finished,0
16,17,Valtteri Bottas,Williams,59,17,+1 Lap,0
17,20,Charles Pic,Caterham,59,22,+1 Lap,0
18,21,Giedo van der Garde,Caterham,59,20,+1 Lap,0
19,23,Max Chilton,Marussia,59,21,+1 Lap,0
20,18,Jean-Éric Vergne,Toro Rosso,22,16,Hydraulics,0
21,22,Jules Bianchi,Marussia,21,19,Engine,0
22,4,Felipe Massa,Ferrari,3,7,Spun off,0
