Position,Driver,Constructor,Points,Wins
1,Mark Webber,Red Bull,161,4
2,Lewis Hamilton,McLaren,157,2
3,Sebastian Vettel,Red Bull,151,2
4,Jenson Button,McLaren,147,2
5,Fernando Alonso,Ferrari,141,2
6,Felipe Massa,Ferrari,97,0
7,Nico Rosberg,Mercedes,94,0
8,Robert Kubica,Renault,89,0
9,Michael Schumacher,Mercedes,38,0
10,Adrian Sutil,Force India,35,0
11,Rubens Barrichello,Williams,30,0
12,Vitaly Petrov,Renault,17,0
13,Kamui Kobayashi,Sauber,17,0
14,Vitantonio Liuzzi,Force India,12,0
15,Nico Hülkenberg,Williams,10,0
16,Sébastien Buemi,Toro Rosso,7,0
17,Pedro de la Rosa,Sauber,6,0
18,Jaime Alguersuari,Toro Rosso,3,0
19,Heikki Kovalainen,Lotus,0,0
20,Karun Chandhok,HRT,0,0
21,Lucas di Grassi,Virgin,0,0
22,Jarno Trulli,Lotus,0,0
23,Bruno Senna,HRT,0,0
24,Timo Glock,Virgin,0,0
25,Sakon Yamamoto,HRT,0,0
