position,number,driver,constructor,Q1,Q2,Q3
1,1,Sebastian Vettel,Red Bull,1:21.740,1:21.095,1:19.815
2,3,Lewis Hamilton,McLaren,1:21.636,1:21.105,1:19.978
3,4,Jenson Button,McLaren,1:22.038,1:20.578,1:20.024
4,6,Felipe Massa,Ferrari,1:22.130,1:21.099,1:20.350
5,5,Fernando Alonso,Ferrari,1:21.578,1:20.262,1:20.365
6,2,Mark Webber,Red Bull,1:22.208,1:20.890,1:20.474
7,8,Nico Rosberg,Mercedes,1:22.996,1:21.243,1:21.098
8,14,Adrian Sutil,Force India,1:22.237,1:22.000,1:21.445
9,7,Michael Schumacher,Mercedes,1:22.876,1:21.852,1:21.907
10,17,Sergio Pérez,Sauber,1:23.067,1:22.157,
11,15,Paul di Resta,Force India,1:22.976,1:22.256,
12,10,Vitaly Petrov,Renault,1:23.070,1:22.284,
13,16,Kamui Kobayashi,Sauber,1:23.278,1:22.435,
14,9,Nick Heidfeld,Renault,1:23.024,1:22.470,
15,11,Rubens Barrichello,Williams,1:23.075,1:22.684,
16,19,Jaime Alguersuari,Toro Rosso,1:23.285,1:22.979,
17,12,Pastor Maldonado,Williams,1:23.847,,
18,18,Sébastien Buemi,Toro Rosso,1:24.070,,
19,20,Heikki Kovalainen,Lotus,1:24.362,,
20,21,Jarno Trulli,Lotus,1:24.534,,
21,24,Timo Glock,Virgin,1:26.294,,
22,23,Vitantonio Liuzzi,HRT,1:26.323,,
23,22,Daniel Ricciardo,HRT,1:26.479,,
24,25,Jérôme d'Ambrosio,Virgin,1:26.510,,
