Position,Driver,Constructor,Points,Wins
1,Graham Hill,BRM,39,3
2,Jim Clark,Lotus-Climax,30,3
3,Bruce McLaren,Cooper-Climax,24,1
4,John Surtees,Lola,19,0
5,Dan Gurney,Porsche,15,1
6,Phil Hill,Ferrari,14,0
7,Richie Ginther,BRM,10,0
8,Tony Maggs,Cooper-Climax,9,0
9,Trevor Taylor,Lotus-Climax,6,0
10,Jack Brabham,Lotus-Climax,6,0
11,Giancarlo Baghetti,Ferrari,5,0
12,Lorenzo Bandini,Ferrari,4,0
13,Ricardo Rodríguez,Ferrari,4,0
14,Willy Mairesse,Ferrari,3,0
15,Jo Bonnier,Porsche,3,0
16,Carel Godin de Beaufort,Porsche,2,0
17,Masten Gregory,Lotus-Climax,1,0
18,Maurice Trintignant,Lotus-Climax,0,0
19,Jackie Lewis,Cooper-Climax,0,0
20,Innes Ireland,Lotus-Climax,0,0
21,Nino Vaccarella,Lotus-Climax,0,0
22,Lucien Bianchi,Lotus-Climax,0,0
23,Roger Penske,Lotus-Climax,0,0
24,Jo Siffert,Lotus-Climax,0,0
25,Rob Schroeder,Lotus-Climax,0,0
26,Ian Burgess,Cooper-Climax,0,0
27,Tony Settember,Emeryson,0,0
28,John Campbell-Jones,Lotus-Climax,0,0
29,Hap Sharp,Cooper-Climax,0,0
30,Heini Walter,Porsche,0,0
