Position,Driver,Constructor,Points,Wins
1,Jackie Stewart,Matra-Ford,36,4
2,Graham Hill,Lotus-Ford,16,1
3,Jo Siffert,Lotus-Ford,13,0
4,Bruce McLaren,McLaren-Ford,13,0
5,Jean-Pierre Beltoise,Matra-Ford,11,0
6,Denny Hulme,McLaren-Ford,11,0
7,Jacky Ickx,Brabham-Ford,7,0
8,Piers Courage,Brabham-Ford,6,0
9,Chris Amon,Ferrari,4,0
10,Richard Attwood,Lotus-Ford,3,0
11,Vic Elford,Cooper-Maserati,2,0
12,John Surtees,BRM,2,0
13,Jack Brabham,Brabham-Ford,1,0
14,Silvio Moser,Brabham-Ford,0,0
15,Jackie Oliver,BRM,0,0
16,Sam Tingle,Brabham-Repco,0,0
17,Pedro Rodríguez,BRM,0,0
18,Peter de Klerk,Brabham-Repco,0,0
19,Jochen Rindt,Lotus-Ford,0,0
20,John Miles,Lotus-Ford,0,0
21,Mario Andretti,Lotus-Ford,0,0
22,John Love,Lotus-Ford,0,0
23,Basil van Rooyen,McLaren-Ford,0,0
