Position,Driver,Constructor,Points,Wins
1,Piero Taruffi,Ferrari,9,1
2,Rudi Fischer,Ferrari,6,0
3,Jean Behra,Gordini,4,0
4,Ken Wharton,Frazer Nash,3,0
5,Alan Brown,Cooper,2,0
6,Toulo de Graffenried,Maserati,0,0
7,Peter Hirt,Ferrari,0,0
8,Eric Brandon,Cooper,0,0
9,Prince Bira,Simca,0,0
10,Nino Farina,Ferrari,0,0
11,André Simon,Ferrari,0,0
12,Harry Schell,Maserati,0,0
13,Stirling Moss,HWM,0,0
14,Lance Macklin,HWM,0,0
15,Robert Manzon,Gordini,0,0
16,Peter Collins,HWM,0,0
17,George Abecassis,HWM,0,0
18,Hans von Stuck,AFM,0,0
19,Toni Ulmen,Veritas,0,0
20,Louis Rosier,Ferrari,0,0
21,Max de Terra,Simca,0,0
