Position,Driver,Constructor,Points,Wins
1,Jacques Laffite,Ligier,9,1
2,Carlos Reutemann,Team Lotus,6,0
3,John Watson,McLaren,4,0
4,Patrick Depailler,Ligier,3,0
5,Mario Andretti,Team Lotus,2,0
6,Emerson Fittipaldi,Fittipaldi,1,0
7,Elio de Angelis,Shadow,0,0
8,Jochen Mass,Arrows,0,0
9,Alan Jones,Williams,0,0
10,Clay Regazzoni,Williams,0,0
11,Derek Daly,Ensign,0,0
12,Gilles Villeneuve,Ferrari,0,0
13,Hector Rebaque,Team Lotus,0,0
14,Jan Lammers,Shadow,0,0
15,James Hunt,Wolf,0,0
16,Jean-Pierre Jarier,Tyrrell,0,0
17,Jean-Pierre Jabouille,Renault,0,0
18,Niki Lauda,Brabham-Alfa Romeo,0,0
19,René Arnoux,Renault,0,0
20,Jody Scheckter,Ferrari,0,0
21,Didier Pironi,Tyrrell,0,0
22,Patrick Tambay,McLaren,0,0
23,Nelson Piquet,Brabham-Alfa Romeo,0,0
24,Arturo Merzario,Merzario,0,0
25,Riccardo Patrese,Arrows,0,0
26,Hans-Joachim Stuck,ATS,0,0
