position,number,driver,constructor,laps,grid,status,points
1,3,Fernando Alonso,Ferrari,56,3,Finished,25
2,7,Kimi Räikkönen,Lotus F1,56,2,Finished,18
3,10,Lewis Hamilton,Mercedes,56,1,Finished,15
4,1,Sebastian Vettel,Red Bull,56,9,Finished,12
5,5,Jenson Button,McLaren,56,8,Finished,10
6,4,Felipe Massa,Ferrari,56,5,Finished,8
7,19,Daniel Ricciardo,Toro Rosso,56,7,Finished,6
8,14,Paul di Resta,Force India,56,11,Finished,4
9,8,Romain Grosjean,Lotus F1,56,6,Finished,2
10,11,Nico Hülkenberg,Sauber,56,10,Finished,1
11,6,Sergio Pérez,McLaren,56,12,Finished,0
12,18,Jean-Éric Vergne,Toro Rosso,56,15,Finished,0
13,17,Valtteri Bottas,Williams,56,16,Finished,0
14,16,Pastor Maldonado,Williams,56,14,Finished,0
15,22,Jules Bianchi,Marussia,55,18,+1 Lap,0
16,20,Charles Pic,Caterham,55,20,+1 Lap,0
17,23,Max Chilton,Marussia,55,19,+1 Lap,0
18,21,Giedo van der Garde,Caterham,55,21,+1 Lap,0
19,9,Nico Rosberg,Mercedes,21,4,Suspension,0
20,2,Mark Webber,Red Bull,15,22,Wheel,0
21,15,Adrian Sutil,Force India,5,13,Collision,0
22,12,Esteban Gutiérrez,Sauber,4,17,Collision,0
