position,number,driver,constructor,Q1,Q2,Q3
1,10,Lewis Hamilton,Mercedes,1:35.793,1:35.078,1:34.484
2,7,Kimi Räikkönen,Lotus F1,1:37.046,1:35.659,1:34.761
3,3,Fernando Alonso,Ferrari,1:36.253,1:35.148,1:34.788
4,9,Nico Rosberg,Mercedes,1:35.959,1:35.537,1:34.861
5,4,Felipe Massa,Ferrari,1:35.972,1:35.403,1:34.933
6,8,Romain Grosjean,Lotus F1,1:36.929,1:36.065,1:35.364
7,19,Daniel Ricciardo,Toro Rosso,1:36.993,1:36.258,1:35.998
8,5,Jenson Button,McLaren,1:36.667,1:35.784,2:05.673
9,1,Sebastian Vettel,Red Bull,1:36.537,1:35.343,
10,11,Nico Hülkenberg,Sauber,1:36.985,1:36.261,
11,14,Paul di Resta,Force India,1:37.478,1:36.287,
12,6,Sergio Pérez,McLaren,1:36.952,1:36.314,
13,15,Adrian Sutil,Force India,1:37.349,1:36.405,
14,2,Mark Webber,Red Bull,1:36.148,1:36.679,
15,16,Pastor Maldonado,Williams,1:37.281,1:37.139,
16,18,Jean-Éric Vergne,Toro Rosso,1:37.508,1:37.199,
17,17,Valtteri Bottas,Williams,1:37.769,,
18,12,Esteban Gutiérrez,Sauber,1:37.990,,
19,22,Jules Bianchi,Marussia,1:38.780,,
20,23,Max Chilton,Marussia,1:39.537,,
21,20,Charles Pic,Caterham,1:39.614,,
22,21,Giedo van der Garde,Caterham,1:39.660,,
