Position,Driver,Constructor,Points,Wins
1,Emerson Fittipaldi,Team Lotus,52,4
2,Jackie Stewart,Tyrrell,27,2
3,Denny Hulme,McLaren,27,1
4,Jacky Ickx,Ferrari,25,1
5,Peter Revson,McLaren,14,0
6,Clay Regazzoni,Ferrari,13,0
7,Chris Amon,Matra,11,0
8,Jean-Pierre Beltoise,BRM,9,1
9,François Cevert,Tyrrell,9,0
10,Ronnie Peterson,March,9,0
11,Mike Hailwood,Surtees,7,0
12,Howden Ganley,BRM,4,0
13,Brian Redman,McLaren,4,0
14,Andrea de Adamich,Surtees,3,0
15,Mario Andretti,Ferrari,3,0
16,Carlos Pace,March,3,0
17,Tim Schenken,Surtees,2,0
18,Graham Hill,Brabham,2,0
19,Arturo Merzario,Ferrari,1,0
20,Wilson Fittipaldi,Brabham,0,0
21,Carlos Reutemann,Brabham,0,0
22,Niki Lauda,March,0,0
23,Helmut Marko,BRM,0,0
24,Henri Pescarolo,March,0,0
25,Mike Beuttler,March,0,0
26,David Walker,Team Lotus,0,0
27,Rolf Stommelen,March,0,0
28,Peter Gethin,BRM,0,0
29,Nanni Galli,Tecno,0,0
30,John Love,Surtees,0,0
