position,number,driver,constructor,laps,grid,status,points
1,31,Emerson Fittipaldi,Team Lotus,54,1,Finished,9
2,12,Denny Hulme,McLaren,54,7,Finished,6
3,14,Peter Revson,McLaren,54,4,Finished,4
4,25,Mike Hailwood,Surtees,54,12,Finished,3
5,10,Chris Amon,Matra,54,6,Finished,2
6,9,Howden Ganley,BRM,54,10,Finished,1
7,1,Jackie Stewart,Tyrrell,54,3,Finished,0
8,7,Jean-Pierre Beltoise,BRM,54,21,Finished,0
9,2,François Cevert,Tyrrell,53,20,+1 Lap,0
10,4,Niki Lauda,March,53,22,+1 Lap,0
11,24,Tim Schenken,Surtees,52,8,+2 Laps,0
12,5,Ronnie Peterson,March,52,11,+2 Laps,0
13,6,Peter Gethin,BRM,51,16,+3 Laps,0
14,11,Andrea de Adamich,Surtees,51,13,+3 Laps,0
15,27,Rolf Stommelen,March,48,17,Engine,0
16,23,Carlos Pace,March,46,18,Not classified,0
17,15,Nanni Galli,Tecno,45,23,Oil leak,0
18,16,Graham Hill,Brabham,36,14,Injection,0
19,28,Wilson Fittipaldi,Brabham,31,15,Brakes,0
20,3,Mike Beuttler,March,24,24,Fuel system,0
21,29,François Migault,Connew,22,25,Suspension,0
22,18,Jacky Ickx,Ferrari,20,9,Fuel system,0
23,17,Carlos Reutemann,Brabham,14,5,Injection,0
24,19,Clay Regazzoni,Ferrari,13,2,Fuel system,0
25,21,David Walker,Team Lotus,6,19,Engine,0
