position,number,driver,constructor,laps,grid,status,points
1,5,Sebastian Vettel,Ferrari,61,3,Finished,25
2,16,Charles Leclerc,Ferrari,61,1,Finished,18
3,33,Max Verstappen,Red Bull,61,4,Finished,15
4,44,Lewis Hamilton,Mercedes,61,2,Finished,12
5,77,Valtteri Bottas,Mercedes,61,5,Finished,10
6,23,Alexander Albon,Red Bull,61,6,Finished,8
7,4,Lando Norris,McLaren,61,9,Finished,6
8,10,Pierre Gasly,Toro Rosso,61,11,Finished,4
9,27,Nico Hülkenberg,Renault,61,8,Finished,2
10,99,Antonio Giovinazzi,Alfa Romeo,61,10,Finished,1
11,8,Romain Grosjean,Haas F1 Team,61,17,Finished,0
12,55,Carlos Sainz,McLaren,61,7,Finished,0
13,18,Lance Stroll,Racing Point,61,16,Finished,0
14,3,Daniel Ricciardo,Renault,61,20,Finished,0
15,26,Daniil Kvyat,Toro Rosso,61,14,Finished,0
16,88,Robert Kubica,Williams,61,19,Finished,0
17,20,Kevin Magnussen,Haas F1 Team,61,13,Finished,0
18,7,Kimi Räikkönen,Alfa Romeo,49,12,Collision,0
19,11,Sergio Pérez,Racing Point,42,15,Engine,0
20,63,George Russell,Williams,34,18,Collision,0
