position,number,driver,constructor,laps,grid,status,points
1,8,Fernando Alonso,Renault,70,1,Finished,10
2,6,Kimi Räikkönen,McLaren,70,7,Finished,8
3,3,Juan Pablo Montoya,Williams,70,4,Finished,6
4,4,Ralf Schumacher,Williams,70,2,Finished,5
5,5,David Coulthard,McLaren,70,9,Finished,4
6,14,Mark Webber,Jaguar,70,3,Finished,3
7,7,Jarno Trulli,Renault,69,6,+1 Lap,2
8,1,Michael Schumacher,Ferrari,69,8,+1 Lap,1
9,9,Nick Heidfeld,Sauber,69,11,+1 Lap,0
10,17,Jenson Button,BAR,69,14,+1 Lap,0
11,21,Cristiano da Matta,Toyota,68,15,+2 Laps,0
12,19,Jos Verstappen,Minardi,67,18,+3 Laps,0
13,18,Nicolas Kiesa,Minardi,66,20,+4 Laps,0
14,10,Heinz-Harald Frentzen,Sauber,47,17,Out of fuel,0
15,15,Justin Wilson,Jaguar,42,12,Engine,0
16,12,Zsolt Baumgartner,Jordan,34,19,Engine,0
17,20,Olivier Panis,Toyota,33,10,Gearbox,0
18,11,Giancarlo Fisichella,Jordan,28,13,Engine,0
19,2,Rubens Barrichello,Ferrari,19,5,Suspension,0
20,16,Jacques Villeneuve,BAR,14,16,Hydraulics,0
