Position,Driver,Constructor,Points,Wins
1,Niki Lauda,Ferrari,54,2
2,Jody Scheckter,Wolf,38,2
3,Carlos Reutemann,Ferrari,34,1
4,Mario Andretti,Team Lotus,32,3
5,James Hunt,McLaren,22,1
6,Gunnar Nilsson,Team Lotus,20,1
7,Jochen Mass,McLaren,18,0
8,Alan Jones,Shadow,12,1
9,Hans-Joachim Stuck,March,12,0
10,Jacques Laffite,Ligier,10,1
11,Patrick Depailler,Tyrrell,10,0
12,John Watson,Brabham,9,0
13,Emerson Fittipaldi,Fittipaldi,8,0
14,Carlos Pace,Brabham,6,0
15,Ronnie Peterson,Tyrrell,6,0
16,Vittorio Brambilla,Surtees,5,0
17,Clay Regazzoni,Ensign,1,0
18,Jean-Pierre Jarier,Penske,1,0
19,Renzo Zorzi,Shadow,1,0
20,Patrick Tambay,Surtees,1,0
21,Rupert Keegan,Hesketh,0,0
22,Vern Schuppan,Surtees,0,0
23,Ingo Hoffmann,Fittipaldi,0,0
24,Alex Ribeiro,March,0,0
25,Patrick Nève,March,0,0
26,Riccardo Patrese,Shadow,0,0
27,Hans Binder,Surtees,0,0
28,Harald Ertl,Hesketh,0,0
29,Jackie Oliver,Shadow,0,0
30,Brett Lunger,March,0,0
