position,number,driver,constructor,laps,grid,status,points
1,2,Felipe Massa,Ferrari,71,1,Finished,10
2,5,Fernando Alonso,Renault,71,6,Finished,8
3,1,Kimi Räikkönen,Ferrari,71,3,Finished,6
4,15,Sebastian Vettel,Toro Rosso,71,7,Finished,5
5,22,Lewis Hamilton,McLaren,71,4,Finished,4
6,12,Timo Glock,Toyota,71,10,Finished,3
7,23,Heikki Kovalainen,McLaren,71,5,Finished,2
8,11,Jarno Trulli,Toyota,71,2,Finished,1
9,10,Mark Webber,Red Bull,71,12,Finished,0
10,3,Nick Heidfeld,BMW Sauber,70,8,+1 Lap,0
11,4,Robert Kubica,BMW Sauber,70,13,+1 Lap,0
12,7,Nico Rosberg,Williams,70,18,+1 Lap,0
13,16,Jenson Button,Honda,70,17,+1 Lap,0
14,14,Sébastien Bourdais,Toro Rosso,70,9,+1 Lap,0
15,17,Rubens Barrichello,Honda,70,15,+1 Lap,0
16,20,Adrian Sutil,Force India,69,20,+2 Laps,0
17,8,Kazuki Nakajima,Williams,69,16,+2 Laps,0
18,21,Giancarlo Fisichella,Force India,69,19,+2 Laps,0
19,6,Nelson Piquet Jr.,Renault,0,11,Accident,0
20,9,David Coulthard,Red Bull,0,14,Collision,0
