position,number,driver,constructor,Q1,Q2,Q3
1,1,Sebastian Vettel,Red Bull,1:13.664,1:12.446,1:11.918
2,2,Mark Webber,Red Bull,1:13.467,1:12.658,1:12.099
3,4,Jenson Button,McLaren,1:13.281,1:12.820,1:12.283
4,3,Lewis Hamilton,McLaren,1:13.361,1:12.811,1:12.480
5,5,Fernando Alonso,Ferrari,1:13.969,1:12.870,1:12.591
6,8,Nico Rosberg,Mercedes,1:14.083,1:12.569,1:13.050
7,6,Felipe Massa,Ferrari,1:14.269,1:13.291,1:13.068
8,14,Adrian Sutil,Force India,1:13.480,1:13.261,1:13.298
9,9,Bruno Senna,Renault,1:14.453,1:13.300,1:13.761
10,7,Michael Schumacher,Mercedes,1:13.694,1:13.571,
11,15,Paul di Resta,Force India,1:13.733,1:13.584,
12,11,Rubens Barrichello,Williams,1:14.117,1:13.801,
13,19,Jaime Alguersuari,Toro Rosso,1:14.225,1:13.804,
14,18,Sébastien Buemi,Toro Rosso,1:14.500,1:13.919,
15,10,Vitaly Petrov,Renault,1:13.859,1:14.053,
16,16,Kamui Kobayashi,Sauber,1:14.571,1:14.129,
17,17,Sergio Pérez,Sauber,1:14.430,1:14.182,
18,12,Pastor Maldonado,Williams,1:14.625,,
19,20,Heikki Kovalainen,Lotus,1:15.068,,
20,21,Jarno Trulli,Lotus,1:15.358,,
21,23,Vitantonio Liuzzi,HRT,1:16.631,,
22,22,Daniel Ricciardo,HRT,1:16.890,,
23,25,Jérôme d'Ambrosio,Virgin,1:17.019,,
24,24,Timo Glock,Virgin,1:17.060,,
