position,number,driver,constructor,Q1,Q2,Q3
1,2,Mark Webber,Red Bull,1:23.619,1:21.773,1:20.981
2,1,Sebastian Vettel,Red Bull,1:24.142,1:21.540,1:21.181
3,3,Lewis Hamilton,McLaren,1:24.370,1:22.148,1:21.961
4,5,Fernando Alonso,Ferrari,1:23.485,1:22.813,1:21.964
5,4,Jenson Button,McLaren,1:24.428,1:22.050,1:21.996
6,10,Vitaly Petrov,Renault,1:23.069,1:22.948,1:22.471
7,8,Nico Rosberg,Mercedes,1:23.507,1:22.569,1:22.599
8,6,Felipe Massa,Ferrari,1:23.506,1:23.026,1:22.888
9,12,Pastor Maldonado,Williams,1:23.406,1:22.854,1:22.952
10,7,Michael Schumacher,Mercedes,1:22.960,1:22.671,
11,18,Sébastien Buemi,Toro Rosso,1:23.962,1:23.231,
12,17,Sergio Pérez,Sauber,1:24.209,1:23.367,
13,19,Jaime Alguersuari,Toro Rosso,1:24.049,1:23.694,
14,16,Kamui Kobayashi,Sauber,1:23.656,1:23.702,
15,20,Heikki Kovalainen,Lotus,1:25.874,1:25.403,
16,15,Paul di Resta,Force India,1:24.332,1:26.126,
17,14,Adrian Sutil,Force India,1:24.648,1:26.571,
18,21,Jarno Trulli,Lotus,1:26.521,,
19,11,Rubens Barrichello,Williams,1:26.910,,
20,24,Timo Glock,Virgin,1:27.315,,
21,23,Vitantonio Liuzzi,HRT,1:27.809,,
22,22,Narain Karthikeyan,HRT,1:27.908,,
23,25,Jérôme d'Ambrosio,Virgin,1:28.556,,
